1003644,231003644
1023689,221023689
1023950,221023950
1024126,221024126
1024754,231024754
1026057,221026057
1027500,731027500
1028860,551028860
1038488,501038488
1038977,501038977
1038981,501038981
1046126,231046126
105313,760105313
1055399,181055399
1061016,811061016
1067061,131067061
1067206,501067206
1068510,811068510
1068519,811068519
1068634,811068634
1069655,131069655
1072009,131072009
1072354,811072354
1072448,181072448
1072640,811072640
1072708,811072708
1072796,811072796
1073157,811073157
1073197,811073197
107731,670107731
1077550,321077550
1078930,181078930
1078932,181078932
1078936,181078936
1081250,311081250
1117900,181117900
113024,670113024
1138652,811138652
1139917,811139917
1139998,811139998
1140281,811140281
1140329,811140329
1140384,811140384
1140436,811140436
1140494,811140494
1140502,811140502
1140751,811140751
1141488,811141488
1141509,811141509
1141947,301141947
1142173,811142173
1143797,811143797
1143839,811143839
114481,670114481
1146801,231146801
1146853,231146853
1146881,231146881
1148926,551148926
115097,670115097
115832,670115832
116213,670116213
116619,670116619
1189736,191189736
1189819,191189819
1190231,191190231
1190314,191190314
1190721,191190721
121432,670121432
122811,670122811
1250446,151250446
1255671,191255671
1255711,191255711
1255715,191255715
1255718,191255718
1272669,501272669
1272670,501272670
128762,320128762
128956,320128956
129889,320129889
1301051,191301051
1301055,191301055
1301057,191301057
1301631,291301631
1303016,461303016
130493,320130493
1314735,301314735
1335026,181335026
1344833,291344833
1344834,291344834
1376111,751376111
1423919,181423919
1423920,181423920
1426886,271426886
1441449,221441449
1504773,841504773
1510666,181510666
1510671,181510671
1517605,671517605
1520995,311520995
1521108,311521108
1551566,311551566
1551683,311551683
1551722,311551722
1551765,311551765
1558380,311558380
1564854,811564854
1566519,811566519
1569808,461569808
1574568,461574568
1581409,181581409
159629,320159629
1604036,811604036
1615133,681615133
1618169,821618169
1619432,811619432
1629741,221629741
1629984,221629984
1634009,271634009
1634015,271634015
1635998,811635998
1640288,821640288
1640850,181640850
1655416,181655416
16615,130016615
1669844,681669844
1677691,231677691
1677707,231677707
1678609,781678609
1678613,781678613
1678634,781678634
1694919,421694919
1696169,191696169
1708515,191708515
1709661,191709661
1712791,191712791
1718905,191718905
1726571,181726571
1726574,181726574
1729085,191729085
1730644,271730644
1733891,631733891
1746403,231746403
1752564,191752564
1752706,191752706
1752711,191752711
1752746,191752746
1752881,271752881
1756519,731756519
1756734,731756734
1758273,731758273
1759834,181759834
1762946,191762946
1762947,191762947
1767041,191767041
1767502,681767502
1770332,461770332
1775427,811775427
1778915,181778915
1793847,181793847
180552,660180552
1806333,271806333
1806592,671806592
181720,690181720
1825783,191825783
1859389,181859389
1859459,181859459
186175,640186175
186249,250186249
1863663,191863663
1863665,191863665
1863668,191863668
1866148,711866148
188026,630188026
189406,180189406
1897744,191897744
1897746,191897746
1897747,191897747
1897755,191897755
1914634,731914634
1936877,221936877
1937022,221937022
1937125,221937125
1937595,221937595
1940702,221940702
1948702,781948702
195169,180195169
1954309,781954309
197182,350197182
1974705,721974705
1979983,191979983
1990951,191990951
1996980,741996980
1996999,741996999
2010530,672010530
201594,320201594
202221,320202221
202227,320202227
202712,320202712
202975,320202975
203072,320203072
203415,320203415
203912,320203912
203917,320203917
2041382,192041382
2041384,192041384
2041385,192041385
2041388,192041388
204253,320204253
204313,320204313
2043526,192043526
2043532,192043532
2046735,192046735
2046788,192046788
204682,320204682
204687,320204687
2049421,182049421
205005,320205005
2051648,192051648
205436,320205436
205690,320205690
205938,320205938
206566,320206566
2070115,772070115
2072393,252072393
208864,320208864
2128591,162128591
213242,320213242
2135691,222135691
213975,320213975
214115,320214115
214148,320214148
214249,320214249
214331,320214331
2154132,212154132
215977,320215977
218114,320218114
2183995,702183995
219525,320219525
2195569,692195569
219579,320219579
2197695,702197695
2197930,692197930
2198466,692198466
2198776,702198776
2199056,702199056
2203418,702203418
2206388,702206388
2208709,702208709
220881,320220881
2210579,702210579
2210730,702210730
2213559,702213559
2213585,702213585
2213642,702213642
2214166,702214166
2219705,682219705
2232147,222232147
224067,320224067
224070,320224070
224664,610224664
224671,610224671
224674,610224674
224675,610224675
224849,610224849
225372,320225372
2260470,122260470
2271656,272271656
227227,320227227
2276127,122276127
2278844,122278844
2279174,232279174
2291746,802291746
2317088,292317088
